energy,tempo,danceability,liveness,valence,duration_ms,loudness,playlist_genre,track_name,track_artist,track_popularity,analysis_url
0.586,189.978,0.326,0.0787,0.295,262309,-7.966,latin,AMOR DE CINE,HUMBE,71,https://api.spotify.com/v1/audio-analysis/0v9UztY5A12cJUsWD7PZzS
0.587,112.029,0.796,0.121,0.585,156429,-8.539,ambient,TECHNICIAN (feat. Blaqbonez & Lekaa Beats),"ODUMODUBLVCK, Blaqbonez, Lekaa Beats",54,https://api.spotify.com/v1/audio-analysis/60qIa2znv2BICoDyJS8rNv
0.587,186.003,0.679,0.137,0.486,230453,-7.015,pop,Starboy,"The Weeknd, Daft Punk",87,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB
0.588,79.989,0.675,0.95,0.879,189867,-7.168,world,Muerte En Hawaii,Calle 13,69,https://api.spotify.com/v1/audio-analysis/3kNVYo6BJE9AENxzokM9YC
0.588,80.144,0.555,0.222,0.503,177375,-10.181,turkish,Kaybeden Hep Bendim,Kerim Araz,45,https://api.spotify.com/v1/audio-analysis/6TQtY1LplEiUwf5ui3VDNF
0.588,94.519,0.686,0.0954,0.617,249120,-8.343,blues,Let Me Love You,Mario,75,https://api.spotify.com/v1/audio-analysis/7GaFYUqP2WdR4KTPk7cXoP
0.588,94.519,0.686,0.0954,0.617,249120,-8.343,r&b,Let Me Love You,Mario,75,https://api.spotify.com/v1/audio-analysis/7GaFYUqP2WdR4KTPk7cXoP
0.588,97.026,0.669,0.179,0.237,272197,-6.902,hip-hop,3:59 AM,DIVINE,62,https://api.spotify.com/v1/audio-analysis/2gNMXJDKRmKWuevBGjN8wo
0.588,111.006,0.819,0.113,0.705,175131,-7.52,afrobeats,Lomo Lomo,"KiDi, Black Sherif",61,https://api.spotify.com/v1/audio-analysis/12jJRu9yInIX7oTxoXtM0S
0.588,111.995,0.861,0.0591,0.705,210000,-8.861,latin,Sungba (feat. Burna Boy) - Remix,"Asake, Burna Boy",47,https://api.spotify.com/v1/audio-analysis/5FtWjKVBTMklN2yCP9UhF6
0.588,113.002,0.848,0.0523,0.301,454779,-10.935,afrobeats,"Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","Mr Pilato, Ego Slimflow, Tebogo G Mashego, SJE Konka, Focalistic, DJ Maphorisa, Scotts Maphuma, CowBoii",63,https://api.spotify.com/v1/audio-analysis/7MD8gswt08VhFwVF1PR8Mg
0.588,113.608,0.491,0.0906,0.193,269600,-6.177,pop,What About Us,P!nk,72,https://api.spotify.com/v1/audio-analysis/0Qh38w01QRXK6KHIv0e3hb
0.588,114.929,0.712,0.21,0.471,120035,-5.332,hip-hop,Down With Me,Lil Tecca,70,https://api.spotify.com/v1/audio-analysis/00n83h3zn2IrySO4Q4aTrG
0.588,142.004,0.872,0.17,0.93,230704,-6.276,latin,Yo No Soy Celoso,Bad Bunny,70,https://api.spotify.com/v1/audio-analysis/5kVZxyMY1gfdCLiChsfjn1
0.588,144.636,0.424,0.298,0.193,226680,-5.455,rock,In My Place,Coldplay,74,https://api.spotify.com/v1/audio-analysis/2nvC4i2aMo4CzRjRflysah
0.589,90.438,0.782,0.164,0.869,223547,-4.827,hip-hop,Ms. Fat Booty,Mos Def,67,https://api.spotify.com/v1/audio-analysis/0IVAlb0cFCH1cQ974iR1TU
0.589,120.005,0.857,0.0993,0.925,289400,-6.889,jazz,La Melodía,"Putumayo, Guaschara",31,https://api.spotify.com/v1/audio-analysis/4vESuxrm5MRpzm3KgGqElv
0.589,124.634,0.455,0.104,0.254,283733,-8.64,rock,Don't Cry (Original),Guns N' Roses,75,https://api.spotify.com/v1/audio-analysis/2N2yrmodOnVF10mKvItC9P
0.59,78.459,0.377,0.15,0.563,171429,-4.164,world,The Rain,TAI,42,https://api.spotify.com/v1/audio-analysis/73ErMXmHYzAi4SsszbC1Mr
0.59,82.983,0.713,0.191,0.494,155744,-6.314,latin,Gracias por Todo,RAFIK,39,https://api.spotify.com/v1/audio-analysis/08LQUEIr3H2IE8pmRDz9Y3
0.59,86.429,0.711,0.0798,0.702,121384,-5.967,brazilian,TUMBÁTUM,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",70,https://api.spotify.com/v1/audio-analysis/24R0oyjvhV4HIFFvoK3XkP
0.59,113.2,0.621,0.209,0.421,176382,-6.852,ambient,Skating,Asake,59,https://api.spotify.com/v1/audio-analysis/5FxlRNsUFstHTDT29A1Cuh
0.59,119.97,0.88,0.184,0.723,170000,-4.709,hip-hop,M4,"Teto, Matuê",68,https://api.spotify.com/v1/audio-analysis/07AQkmp456NpEnT8HR7WLy
0.59,158.053,0.761,0.0926,0.895,267267,-10.274,brazilian,Quando Você Olha Pra Ela,Gal Costa,50,https://api.spotify.com/v1/audio-analysis/50c0knPGjaJAuE4hRg28Qq
0.59,161.989,0.864,0.093,0.579,168560,-8.768,latin,Rucón,Alemán,69,https://api.spotify.com/v1/audio-analysis/78M7CiqTpJYoPQKkwjM48Z
0.591,174.76,0.489,0.077,0.689,298987,-10.843,indian,Raga Karnaranjani,Ganesh & Kumaresh,23,https://api.spotify.com/v1/audio-analysis/5Ca5l5vDzIOZdVwwWCxAds
0.592,77.937,0.608,0.0651,0.365,287627,-9.642,jazz,I'll Be Waiting,Earl Klugh,48,https://api.spotify.com/v1/audio-analysis/3L3GwtfPpOl0Qbq3Md15fT
0.592,94.036,0.727,0.296,0.769,114894,-8.625,ambient,Woodwork,Boj,21,https://api.spotify.com/v1/audio-analysis/5MYCIFKSx81z814I4CpVF7
0.592,95.047,0.694,0.124,0.305,248144,-6.406,korean,Can You Hear My Heart (feat. LEE HI),"Epik High, LeeHi",56,https://api.spotify.com/v1/audio-analysis/7n5eQJYX7e6H5gkzgyEfQG
0.592,108.081,0.824,0.121,0.754,182222,-7.599,afrobeats,Asylum,Olivetheboy,62,https://api.spotify.com/v1/audio-analysis/1Cek6PV24GtEk4GDWqFbCk
0.592,124.015,0.821,0.116,0.387,125806,-11.013,electronic,True,"CYRIL, Kita Alexander",60,https://api.spotify.com/v1/audio-analysis/2pw12Ta8UfYKesE52ldUFm
0.592,140.031,0.846,0.0943,0.565,230480,-5.632,brazilian,Cartomante,Pé de Mulambo,29,https://api.spotify.com/v1/audio-analysis/224c6VuxM9NJrzTVObOgv9
0.592,144.136,0.683,0.156,0.374,139947,-8.082,turkish,Sensiz,Siyam,47,https://api.spotify.com/v1/audio-analysis/4fQ3h0bpzYAR4QH53GTcS5
0.592,145.965,0.837,0.115,0.364,124931,-5.758,jazz,Drizzle,Philanthrope,51,https://api.spotify.com/v1/audio-analysis/5upFjPY4295n6g5AAr9LZq
0.592,157.969,0.521,0.122,0.535,251668,-7.777,gaming,Die With A Smile,"Lady Gaga, Bruno Mars",100,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe
0.592,157.969,0.521,0.122,0.535,251668,-7.777,pop,Die With A Smile,"Lady Gaga, Bruno Mars",100,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe
0.592,159.98,0.82,0.121,0.4,196180,-7.002,hip-hop,Took Her To The O,King Von,78,https://api.spotify.com/v1/audio-analysis/7fEoXCZTZFosUFvFQg1BmW
0.592,170.391,0.332,0.109,0.31,205160,-6.127,rock,Mientes,Camila,77,https://api.spotify.com/v1/audio-analysis/5EhzE6HJaCcLFrf5rPqvpk
0.592,188.051,0.696,0.127,0.232,122680,-6.281,hip-hop,Armed & Dangerous,King Von,72,https://api.spotify.com/v1/audio-analysis/2297mxrYLBAC4XkhXs39If
0.593,72.494,0.738,0.11,0.477,165507,-8.461,hip-hop,Ailleurs,Josman,62,https://api.spotify.com/v1/audio-analysis/7ujxY1bqVRvMe1sR5iFmxt
0.593,90.993,0.832,0.201,0.952,258080,-5.975,latin,Oye Mujer,Raymix,29,https://api.spotify.com/v1/audio-analysis/3kd5frqyats2nkTy73aW1a
0.593,95.059,0.496,0.175,0.292,139912,-9.294,brazilian,MTG MALDIÇÃO ETERNA 1.0 (Slowed),"DJ GLK, MC LIPEX, Dj luis do grau",25,https://api.spotify.com/v1/audio-analysis/2zJsy7TzJuE4ax8JhG7s9e
0.593,119.958,0.79,0.065,0.72,206067,-9.204,electronic,Alors on danse - Radio Edit,Stromae,75,https://api.spotify.com/v1/audio-analysis/2GYHyAoLWpkxLVa4oYTVko
0.593,119.958,0.79,0.065,0.72,206067,-9.204,pop,Alors on danse - Radio Edit,Stromae,75,https://api.spotify.com/v1/audio-analysis/2GYHyAoLWpkxLVa4oYTVko
0.593,120.057,0.879,0.0344,0.853,172500,-6.347,pop,Sämsta jag kan få,lovad,20,https://api.spotify.com/v1/audio-analysis/4Iz5PLYIskpkkCdLE7dWjk
0.593,120.509,0.565,0.215,0.429,157974,-5.864,gaming,Feel It - From The Original Series “Invincible”,d4vd,78,https://api.spotify.com/v1/audio-analysis/3SAga35lAPYdjj3qyfEsCF
0.593,120.509,0.565,0.215,0.429,157974,-5.864,rock,Feel It - From The Original Series “Invincible”,d4vd,78,https://api.spotify.com/v1/audio-analysis/3SAga35lAPYdjj3qyfEsCF
0.594,104.855,0.835,0.0577,0.645,223006,-6.426,ambient,Lock Up,"Nonso Amadi, Zinoleesky",33,https://api.spotify.com/v1/audio-analysis/22sKJ38aklXtEzQtnDDluQ
0.594,114.748,0.58,0.101,0.52,221217,-7.229,ambient,Ngozi,"Crayon, Ayra Starr",65,https://api.spotify.com/v1/audio-analysis/5mhM7bfzv52bzfCzlq8vH1
0.594,116.027,0.782,0.137,0.681,177931,-6.337,arabic,PRAY,Bnxn,60,https://api.spotify.com/v1/audio-analysis/731NDNG7VQOA2KBnS43jqr
0.594,125.01,0.694,0.131,0.672,307565,-8.39,latin,EN MI MUNDO,"Jasiel Nuñez, Peso Pluma",75,https://api.spotify.com/v1/audio-analysis/0lQogzZgV4XwuUTasz3nPL
0.594,129.995,0.853,0.0469,0.83,188360,-6.823,electronic,Never Walk Alone,"BLOND:ISH, Stevie Appleton",71,https://api.spotify.com/v1/audio-analysis/4HB7ECLzrbgapiZyLlFbxz
0.594,135.002,0.795,0.162,0.409,275080,-6.2,r&b,Love Galore (feat. Travis Scott),"SZA, Travis Scott",77,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs
0.594,152.039,0.771,0.181,0.581,233280,-7.961,electronic,Côte Ouest,47ter,42,https://api.spotify.com/v1/audio-analysis/2amrInRmNzmt4Etb6Yn1er
0.595,90.328,0.789,0.113,0.406,158304,-7.188,hip-hop,Hurdy Gurdy,"Big Narstie, Sir Spyro",33,https://api.spotify.com/v1/audio-analysis/7GH67OAu6ng75GGCUaSgGh
0.595,94.006,0.815,0.0735,0.566,177929,-8.061,hip-hop,BIG DEAL,Pink Jagg,17,https://api.spotify.com/v1/audio-analysis/6rY95249WCGIi3uR2wy2dS
0.595,108.02,0.777,0.0669,0.546,244444,-6.79,latin,Otro Atardecer,"Bad Bunny, The Marías",75,https://api.spotify.com/v1/audio-analysis/0E0DRHf5PfMeor0ZCwB3oT
0.595,125.261,0.492,0.223,0.0921,179362,-7.553,pop,Ingen annan,"Niello, Lisa Ajax",15,https://api.spotify.com/v1/audio-analysis/6tjIC4gySqPJxZtX8JuyNq
0.595,129.786,0.519,0.0762,0.237,247067,-5.001,rock,THE LONELIEST,Måneskin,68,https://api.spotify.com/v1/audio-analysis/1Ame8XTX6QHY0l0ahqUhgv
0.595,141.97,0.772,0.25,0.37,170267,-7.576,electronic,Salé,Niska,60,https://api.spotify.com/v1/audio-analysis/6NidE9hFNlSMBaTZ4NtgP6
0.595,172.07,0.757,0.131,0.811,238147,-8.125,electronic,Dommage,Bigflo & Oli,58,https://api.spotify.com/v1/audio-analysis/4BEWiTPV0v87mBryf7gdxK
0.595,174.308,0.436,0.0939,0.87,473440,-11.494,indian,"Sarasuda Varnam (Raga Saveri, Aadi Tala): Jaya Jaya (Raga Nattai, Khanda Chapu Tala)","Nirmala Rajasekar, Raghavendra Rao, Tanjore K. Murugaboopathi, V. Suresh",18,https://api.spotify.com/v1/audio-analysis/5wZQXUcphAyBZfVdWmAiYX
0.595,183.736,0.538,0.161,0.334,207333,-7.398,pop,Strongest,Ina Wroldsen,22,https://api.spotify.com/v1/audio-analysis/0pJGiNCd9bryk8ttRqSuKA
0.596,93.135,0.569,0.205,0.754,217347,-6.486,blues,When I See U,Fantasia,69,https://api.spotify.com/v1/audio-analysis/4iuNZTcvT9diFySSzVsnVS
0.596,112.962,0.596,0.099,0.114,138960,-7.727,ambient,BROTHER,"Ashidapo, Asake",46,https://api.spotify.com/v1/audio-analysis/27xFlKtzTMEOgqBDX7skYn
0.596,120.954,0.707,0.0914,0.547,236707,-8.284,electronic,Namek,Dinos,39,https://api.spotify.com/v1/audio-analysis/4Zxja2USwpNPvh4iM0aSuq
0.596,130.148,0.931,0.0777,0.651,122712,-5.507,brazilian,Soca Soca,"MC Mazzie, DJ CARAI",46,https://api.spotify.com/v1/audio-analysis/0nClF24hwZUMHrWw7Z8C9e
0.596,147.893,0.587,0.0881,0.803,133773,-5.658,arabic,Try,T.I BLAZE,54,https://api.spotify.com/v1/audio-analysis/2P8GdpevIzNxDQWRtGgmYq
0.596,150.035,0.848,0.0853,0.793,143200,-8.043,hip-hop,Darling,D-Block Europe,63,https://api.spotify.com/v1/audio-analysis/2kQ9udZ0v3H8PFSVmbY1Kq
0.596,152.894,0.704,0.151,0.36,162974,-8.827,arabic,Party Don't Stop,Bnxn,38,https://api.spotify.com/v1/audio-analysis/3e9ZwwMZACRvj2cOXuOOyP
0.596,165.951,0.819,0.138,0.622,225542,-7.009,latin,Velitas,"Darell, Brytiago",70,https://api.spotify.com/v1/audio-analysis/7q3NthaBqFI6s0WnAlnIvq
0.597,170.022,0.77,0.239,0.875,189707,-4.901,k-pop,Small girl (feat. D.O.),"Lee Young Ji, D.O.",72,https://api.spotify.com/v1/audio-analysis/1AtFSBJibfaqfiOByQCwZ5
0.598,83.836,0.55,0.0955,0.543,232496,-5.402,latin,Una Vez,"Bad Bunny, Mora",74,https://api.spotify.com/v1/audio-analysis/5J7teKIJGtqVypgYI6sqXj
0.598,90.029,0.695,0.112,0.376,127333,-8.186,turkish,2017,M Lisa,56,https://api.spotify.com/v1/audio-analysis/4QccVW3CYYLzvTY0yCwcrZ
0.598,107.732,0.733,0.156,0.935,265960,-8.228,pop,Last Christmas - Single Version,Wham!,72,https://api.spotify.com/v1/audio-analysis/06qMRF18gwbOYYbnP2du6i
0.598,139.843,0.363,0.0951,0.203,146857,-11.384,classical,Aeternum,"Ramin Djawadi, Brandon Campbell",26,https://api.spotify.com/v1/audio-analysis/0VL2dRCjMWmDPkWC3bbRav
0.599,86.533,0.828,0.0775,0.478,171692,-1.624,brazilian,Parado no Bailão,"MC L da Vinte, MC Gury",73,https://api.spotify.com/v1/audio-analysis/3Hb9kUdm4yf839Fle4RIdT
0.599,94.322,0.377,0.0857,0.0545,252628,-10.281,electronic,Goth (Slowed + Reverb),Sidewalks and Skeletons,67,https://api.spotify.com/v1/audio-analysis/5cbI0HJrTDb0njDk653bcN
0.599,97.008,0.798,0.0544,0.776,251013,-5.124,jazz,Can You Feel It,"Adam Hawley, Marcus Anderson",48,https://api.spotify.com/v1/audio-analysis/1mYIkTdWul7A4NYS3cKR2g
0.599,97.549,0.719,0.148,0.367,221827,-6.037,cantopop,難得有情人,Shirley Kwan,14,https://api.spotify.com/v1/audio-analysis/76RQ4Cv2tBf0gU79Uu2j2p
0.599,102.119,0.861,0.0921,0.869,186893,-4.205,latin,Cristina (feat. Shelow Shaq),"Maffio, Justin Quiles, Nacho, Shelow Shaq",53,https://api.spotify.com/v1/audio-analysis/2egI1hFZDAYrkCgtepoore
0.599,119.993,0.853,0.0759,0.843,263827,-4.756,pop,Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",73,https://api.spotify.com/v1/audio-analysis/0n4bITAu0Y0nigrz3MFJMb
0.599,129.96,0.758,0.129,0.557,219188,-5.99,electronic,FADE UP,"ZEG P, Hamza, SCH",61,https://api.spotify.com/v1/audio-analysis/4ZpIuzx91EAPK3VimONbfB
0.599,133.957,0.544,0.365,0.656,197910,-7.942,latin,Ya,"Flavio, daniel sabater",36,https://api.spotify.com/v1/audio-analysis/3WcZfSkqdtVbNYVw9IwAAT
0.599,145.895,0.508,0.0824,0.377,225760,-13.285,world,じょんがら 健一,Yoshida Brothers,24,https://api.spotify.com/v1/audio-analysis/1wPV9k1f0f5WjRsDTOTyEb
0.6,113.903,0.883,0.0931,0.691,156430,-7.188,hip-hop,BOOKER T,Bad Bunny,72,https://api.spotify.com/v1/audio-analysis/26w9NTiE9NGjW1ZvIOd1So
0.6,125.04,0.951,0.0712,0.822,218573,-4.675,pop,Temperature,Sean Paul,78,https://api.spotify.com/v1/audio-analysis/0k2GOhqsrxDTAbFFSdNJjT
0.6,138.775,0.708,0.276,0.549,178341,-7.874,ambient,SIMMER DOWN,Black Sherif,50,https://api.spotify.com/v1/audio-analysis/58PIq4XvTG4bR3IJbE6yX5
0.6,205.737,0.661,0.119,0.701,151544,-7.71,ambient,Jamboree,"Mr Eazi, Tekno",23,https://api.spotify.com/v1/audio-analysis/17Yhnis5nnAKKRQKMAHtse
0.601,84.614,0.615,0.102,0.662,377293,-8.147,brazilian,Cumbia Sobre el Mar,"Quantic, Flowering Inferno",55,https://api.spotify.com/v1/audio-analysis/61muv9lHtgN18qbm9oK9pH
0.601,121.86,0.419,0.11,0.187,169667,-12.041,gaming,Divine Overture (Main Theme),Stephen Barton,31,https://api.spotify.com/v1/audio-analysis/6eXw5tf0oLrJRowzaOetc0
0.601,122.017,0.602,0.312,0.856,198000,-8.521,rock,"Dance, Baby!",boy pablo,60,https://api.spotify.com/v1/audio-analysis/5EV4bGHxVN0kHpcAFvgnTt
0.601,123.994,0.635,0.11,0.332,172533,-6.129,gaming,Stargazing,Myles Smith,88,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10
0.601,123.994,0.635,0.11,0.332,172533,-6.129,pop,Stargazing,Myles Smith,88,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10
0.601,157.243,0.744,0.125,0.927,208080,-10.082,brazilian,Onde Está Você,"Elba Ramalho, Dominguinhos",38,https://api.spotify.com/v1/audio-analysis/53ZLwlLA0AnSSS7d4a1dEW
0.602,94.056,0.753,0.102,0.555,180148,-6.326,electronic,Last To Leave (feat. Caroline Ailin),"Louis The Child, Caroline Ailin",44,https://api.spotify.com/v1/audio-analysis/4v0134PgBTGsFJiGcV4eJk
0.602,94.382,0.805,0.0581,0.744,238600,-9.7,blues,Sexual Healing,Marvin Gaye,73,https://api.spotify.com/v1/audio-analysis/3VZmChrnVW8JK6ano4gSED
0.602,102.02,0.771,0.26,0.406,156099,-5.482,ambient,It Hurts,"Johnny Drille, Don Jazzy",43,https://api.spotify.com/v1/audio-analysis/6dXJzvdMdh9WADpxoeXkJo
0.602,124.067,0.758,0.115,0.501,248878,-5.468,latin,Tanta Droga,"Eladio Carrion, Arcángel, De La Ghetto",54,https://api.spotify.com/v1/audio-analysis/39wiPEmqQ4J3vS16j6X9Ki
0.602,159.971,0.709,0.312,0.844,194173,-5.054,k-pop,Hot Mess,aespa,62,https://api.spotify.com/v1/audio-analysis/1SaLI6o5GhfcaxPVAJoD3r
0.602,166.074,0.604,0.0718,0.663,229400,-6.619,brazilian,Semelhantes,Peixelétrico,28,https://api.spotify.com/v1/audio-analysis/5MtAJM2WceXa8vKp3qWlm0
0.603,97.994,0.712,0.115,0.67,265493,-5.52,pop,Fast Car,Luke Combs,82,https://api.spotify.com/v1/audio-analysis/1Lo0QY9cvc8sUB2vnIOxDT
0.603,100.171,0.418,0.11,0.657,204229,-9.379,korean,Your Existence,Wonstein,60,https://api.spotify.com/v1/audio-analysis/2tmX4T7ODY34NwvQ3DD3MC
0.603,102.99,0.66,0.0751,0.527,214087,-7.7,rock,Her,The American Dawn,73,https://api.spotify.com/v1/audio-analysis/2vlkTkPqdATznKHu9gD2c1
0.603,104.98,0.752,0.311,0.841,201429,-5.973,world,Ki Hu Levado,"Yossi Newman, Aryeh Barnett",25,https://api.spotify.com/v1/audio-analysis/2zCZfgW4PEiAxTeMKBdZU7
0.603,108.074,0.718,0.0781,0.474,177467,-6.278,indie,Sunbleached Girl,Shag Rock,55,https://api.spotify.com/v1/audio-analysis/7xeJKKmWX8PT0N5jZccbVD
0.603,129.928,0.9,0.134,0.824,170972,-5.313,latin,Si Veo a Tu Mamá,Bad Bunny,74,https://api.spotify.com/v1/audio-analysis/41wtwzCZkXwpnakmwJ239F
0.603,135.993,0.735,0.0844,0.429,326937,-9.474,hip-hop,Me Ama Me Odia,"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",71,https://api.spotify.com/v1/audio-analysis/6TZXBJLTIOX6DM6hwCsKw2
0.603,144.018,0.717,0.0854,0.808,315933,-7.108,world,Anónimos (feat. Carla Morrison),"Los Pericos, Carla Morrison",54,https://api.spotify.com/v1/audio-analysis/6pKADEM7gx8EZ6UypMUzyd
0.604,49.305,0.583,0.724,0.691,99907,-8.437,hip-hop,Ocean Prime (feat. Boldy James),"The Alchemist, Boldy James",68,https://api.spotify.com/v1/audio-analysis/5467KZaTToEB680WvOd9w5
0.604,125.085,0.264,0.381,0.155,812625,-6.828,gospel,"My Daddy, My Daddy - Live at AiiiH - As It Is In Heaven","Sunmisola Agbebi, Lawrence Oyor",46,https://api.spotify.com/v1/audio-analysis/0bqV6cwBAloZuaPTFww9F4
0.604,128.845,0.41,0.312,0.28,205193,-3.453,korean,ALWAYS,YOON MIRAE,60,https://api.spotify.com/v1/audio-analysis/4LsMjCB4qt4RnWcJBiHrA6
0.604,135.144,0.898,0.0876,0.492,176760,-4.184,hip-hop,Quest For Coin II,"Ezra Collective, Jme, Swindle",32,https://api.spotify.com/v1/audio-analysis/6SfoGYDuS67WmwU9HCEpL0
0.604,159.92,0.561,0.104,0.242,210689,-4.409,gaming,Lose Control,Teddy Swims,89,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj
0.604,159.92,0.561,0.104,0.242,210689,-4.409,pop,Lose Control,Teddy Swims,89,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj
0.604,159.92,0.561,0.104,0.242,210689,-4.409,soul,Lose Control,Teddy Swims,81,https://api.spotify.com/v1/audio-analysis/6usohdchdzW9oML7VC4Uhk
0.604,159.992,0.544,0.11,0.448,144000,-7.851,turkish,Kayboldum,Siyam,45,https://api.spotify.com/v1/audio-analysis/3m7PB4QKIxqSzHGF4bqt7G
0.605,94.774,0.472,0.0992,0.7,204040,-7.633,ambient,OVAMI,"Oxlade, Flavour",42,https://api.spotify.com/v1/audio-analysis/7GrimU22Za4OxcGo5Pea4L
0.605,109.986,0.769,0.12,0.674,164182,-8.49,ambient,PUFF PUFF,"M.anifest, The Cavemen., Flea",40,https://api.spotify.com/v1/audio-analysis/6NMuQPXrTjnolGuttpu5Xy
0.605,124.205,0.742,0.131,0.93,150387,-9.045,electronic,Comment te dire adieu,Françoise Hardy,41,https://api.spotify.com/v1/audio-analysis/5tYSTEEJGs5Vno1OchhVis
0.605,154.781,0.662,0.0852,0.576,388587,-10.289,jazz,Chan Chan,Armando Garzon,30,https://api.spotify.com/v1/audio-analysis/2LTzLilSeP1fzxtEHXNXp4
0.606,95.056,0.831,0.0973,0.883,146526,-4.84,turkish,Küle Dönmüşsün,"Semicenk, Doğu Swag",72,https://api.spotify.com/v1/audio-analysis/2CZzw0He9fzyi2FkBkn4Bk
0.606,97.785,0.596,0.0863,0.886,283800,-12.145,rock,Sweet Home Alabama,Lynyrd Skynyrd,78,https://api.spotify.com/v1/audio-analysis/7e89621JPkKaeDSTQ3avtg
0.606,123.006,0.567,0.0686,0.314,171785,-6.543,electronic,Hold On Me,"Kygo, Sandro Cavazza",68,https://api.spotify.com/v1/audio-analysis/4aPX3IT9cskOWmeZvOYc5s
0.606,144.115,0.422,0.11,0.413,214154,-9.662,world,Ein yeush,"Moshe Lang, A.Y. Bouzaglou",11,https://api.spotify.com/v1/audio-analysis/6mP2UJFQ5dcokkFdyAdXjo
0.606,175.917,0.656,0.105,0.38,175909,-5.948,hip-hop,Knife Brows,Dhanda Nyoliwala,68,https://api.spotify.com/v1/audio-analysis/5nIrIdLPPXeRMl8WXnnDv1
0.607,81.001,0.684,0.191,0.498,195373,-8.127,pop,Sure Thing,Miguel,85,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV
0.607,81.001,0.684,0.191,0.498,195373,-8.127,r&b,Sure Thing,Miguel,85,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV
0.607,82.996,0.544,0.0676,0.406,267627,-7.942,jazz,Boneyizm,Boney James,49,https://api.spotify.com/v1/audio-analysis/4kUwH75A8Dc6PxA3Kl0Yif
0.607,129.97,0.932,0.0836,0.962,125601,-7.237,brazilian,Vai Com Bundão,"MC Meno K, Ricky Ribeiro",58,https://api.spotify.com/v1/audio-analysis/6geZSlNRfUr8donymP7ksV
0.607,140.043,0.678,0.354,0.756,209143,-5.331,hip-hop,Circles24,Preditah,16,https://api.spotify.com/v1/audio-analysis/0xtMtfCTcMdNvhS5j0K3Io
0.607,141.992,0.68,0.354,0.506,118800,-5.523,hip-hop,Hawk Em,Pop Smoke,62,https://api.spotify.com/v1/audio-analysis/2ZRdQMMKtmPLdYp9aP5cK5
0.608,97.03,0.803,0.0775,0.667,160790,-4.936,ambient,Kere,Adekunle Gold,24,https://api.spotify.com/v1/audio-analysis/2BN2ZaeJQHQYireSpTCY7w
0.608,158.641,0.463,0.12,0.284,173227,-11.931,gaming,New York's Only Spider-Man,John Paesano,40,https://api.spotify.com/v1/audio-analysis/3sPz0HlbbJsiTL1jrrrxGT
0.609,89.875,0.529,0.125,0.188,162833,-5.574,electronic,Dancing With Your Ghost,TWOPILOTS,52,https://api.spotify.com/v1/audio-analysis/5feLY0z0xGD7ogoZBRnK2P
0.609,95.986,0.652,0.233,0.482,210200,-7.519,r&b,Fallin',Alicia Keys,76,https://api.spotify.com/v1/audio-analysis/0KQx6HOpJueiSkztcS0r7D
0.609,98.011,0.709,0.15,0.613,213173,-8.493,brazilian,Eu Só Quero Um Xodó,Bicho de Pé,32,https://api.spotify.com/v1/audio-analysis/2FT8msBBwok2NvwneARlib
0.609,98.125,0.652,0.0573,0.646,230107,-9.684,rock,"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,65,https://api.spotify.com/v1/audio-analysis/2VN7uPrbryJ7nE2MXX3f9a
0.609,106.311,0.714,0.577,0.631,165996,-5.886,ambient,Advice,Mr Eazi,23,https://api.spotify.com/v1/audio-analysis/65jJXNS6RMNSn5J43e6eXq
0.609,110.016,0.674,0.105,0.113,310320,-9.329,indian,Jaa Kaga,"Abby V, Ricky Kej, Benny Dayal",23,https://api.spotify.com/v1/audio-analysis/33mqdecKrXjGk1JZQGuQ5f
0.609,127.757,0.341,0.193,0.404,227658,-7.684,pop,Love Me Blind,Molly Hammar,25,https://api.spotify.com/v1/audio-analysis/2W5oxA3ihrb6pjnjZRda4s
0.61,110.017,0.669,0.163,0.416,144000,-7.075,arabic,Man of The Year,Seyi Vibez,58,https://api.spotify.com/v1/audio-analysis/6OhEAnxF6FzPoUU3KxH44F
0.61,125.99,0.741,0.534,0.72,276960,-7.34,r&b,Sativa,"Jhené Aiko, Swae Lee",76,https://api.spotify.com/v1/audio-analysis/2pg2TiYo9Rb8KeB5JjP7jS
